symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMZN,2023-09-06 00:00:00+00:00,135.36,137.45,134.61,136.32,41785507,135.36,137.45,134.61,136.32,41785507,0.0,1.0
AMZN,2023-09-07 00:00:00+00:00,137.85,138.03,133.16,133.9,48498912,137.85,138.03,133.16,133.9,48498912,0.0,1.0
AMZN,2023-09-08 00:00:00+00:00,138.23,138.8519,136.75,136.86,38365929,138.23,138.8519,136.75,136.86,38365929,0.0,1.0
AMZN,2023-09-11 00:00:00+00:00,143.1,143.62,138.64,138.75,56764525,143.1,143.62,138.64,138.75,56764525,0.0,1.0
AMZN,2023-09-12 00:00:00+00:00,141.23,143.0,140.61,142.32,42668452,141.23,143.0,140.61,142.32,42668452,0.0,1.0
AMZN,2023-09-13 00:00:00+00:00,144.85,144.98,140.865,140.95,60465175,144.85,144.98,140.865,140.95,60465175,0.0,1.0
AMZN,2023-09-14 00:00:00+00:00,144.72,145.86,142.95,145.08,64033607,144.72,145.86,142.95,145.08,64033607,0.0,1.0
AMZN,2023-09-15 00:00:00+00:00,140.39,143.57,140.09,142.69,102909327,140.39,143.57,140.09,142.69,102909327,0.0,1.0
AMZN,2023-09-18 00:00:00+00:00,139.98,141.75,139.22,140.48,42823480,139.98,141.75,139.22,140.48,42823480,0.0,1.0
AMZN,2023-09-19 00:00:00+00:00,137.63,138.84,135.56,138.7,61482470,137.63,138.84,135.56,138.7,61482470,0.0,1.0
AMZN,2023-09-20 00:00:00+00:00,135.29,139.37,135.2,138.55,46263716,135.29,139.37,135.2,138.55,46263716,0.0,1.0
AMZN,2023-09-21 00:00:00+00:00,129.33,132.24,129.31,131.94,70343342,129.33,132.24,129.31,131.94,70343342,0.0,1.0
AMZN,2023-09-22 00:00:00+00:00,129.12,132.03,128.52,131.11,59904348,129.12,132.03,128.52,131.11,59904348,0.0,1.0
AMZN,2023-09-25 00:00:00+00:00,131.27,131.78,128.77,129.36,46017825,131.27,131.78,128.77,129.36,46017825,0.0,1.0
AMZN,2023-09-26 00:00:00+00:00,125.98,130.39,125.28,130.12,73048207,125.98,130.39,125.28,130.12,73048207,0.0,1.0
AMZN,2023-09-27 00:00:00+00:00,125.98,127.48,124.13,125.76,66553449,125.98,127.48,124.13,125.76,66553449,0.0,1.0
AMZN,2023-09-28 00:00:00+00:00,125.98,126.5801,123.04,124.04,54554968,125.98,126.5801,123.04,124.04,54554968,0.0,1.0
AMZN,2023-09-29 00:00:00+00:00,127.12,129.15,126.32,128.2,62411730,127.12,129.15,126.32,128.2,62411730,0.0,1.0
AMZN,2023-10-02 00:00:00+00:00,129.46,130.47,126.54,127.28,48029744,129.46,130.47,126.54,127.28,48029744,0.0,1.0
AMZN,2023-10-03 00:00:00+00:00,124.72,128.52,124.2544,128.06,51564991,124.72,128.52,124.2544,128.06,51564991,0.0,1.0
AMZN,2023-10-04 00:00:00+00:00,127.0,127.36,125.68,126.06,44203870,127.0,127.36,125.68,126.06,44203870,0.0,1.0
AMZN,2023-10-05 00:00:00+00:00,125.96,126.73,124.33,126.71,39660643,125.96,126.73,124.33,126.71,39660643,0.0,1.0
AMZN,2023-10-06 00:00:00+00:00,127.96,128.45,124.13,124.16,46836698,127.96,128.45,124.13,124.16,46836698,0.0,1.0
AMZN,2023-10-09 00:00:00+00:00,128.26,128.79,124.76,126.22,38773738,128.26,128.79,124.76,126.22,38773738,0.0,1.0
AMZN,2023-10-10 00:00:00+00:00,129.48,130.74,128.05,128.82,42178619,129.48,130.74,128.05,128.82,42178619,0.0,1.0
AMZN,2023-10-11 00:00:00+00:00,131.83,132.05,129.61,129.74,40741842,131.83,132.05,129.61,129.74,40741842,0.0,1.0
AMZN,2023-10-12 00:00:00+00:00,132.33,134.48,131.23,132.17,55528581,132.33,134.48,131.23,132.17,55528581,0.0,1.0
AMZN,2023-10-13 00:00:00+00:00,129.79,133.3145,128.95,132.98,45824685,129.79,133.3145,128.95,132.98,45824685,0.0,1.0
AMZN,2023-10-16 00:00:00+00:00,132.55,133.07,130.425,130.69,42832918,132.55,133.07,130.425,130.69,42832918,0.0,1.0
AMZN,2023-10-17 00:00:00+00:00,131.47,132.58,128.71,130.39,49344550,131.47,132.58,128.71,130.39,49344550,0.0,1.0
AMZN,2023-10-18 00:00:00+00:00,128.13,130.6699,127.51,129.9,42699479,128.13,130.6699,127.51,129.9,42699479,0.0,1.0
AMZN,2023-10-19 00:00:00+00:00,128.4,132.24,127.47,130.565,60961355,128.4,132.24,127.47,130.565,60961355,0.0,1.0
AMZN,2023-10-20 00:00:00+00:00,125.17,128.17,124.97,128.05,56406410,125.17,128.17,124.97,128.05,56406410,0.0,1.0
AMZN,2023-10-23 00:00:00+00:00,126.56,127.88,123.98,124.63,48259953,126.56,127.88,123.98,124.63,48259953,0.0,1.0
AMZN,2023-10-24 00:00:00+00:00,128.56,128.8,126.34,127.74,46477355,128.56,128.8,126.34,127.74,46477355,0.0,1.0
AMZN,2023-10-25 00:00:00+00:00,121.39,126.34,120.79,126.04,74577544,121.39,126.34,120.79,126.04,74577544,0.0,1.0
AMZN,2023-10-26 00:00:00+00:00,119.57,121.6393,118.35,120.63,100419516,119.57,121.6393,118.35,120.63,100419516,0.0,1.0
AMZN,2023-10-27 00:00:00+00:00,127.74,130.02,125.52,126.2,125309313,127.74,130.02,125.52,126.2,125309313,0.0,1.0
AMZN,2023-10-30 00:00:00+00:00,132.71,133.0,128.56,129.72,72485542,132.71,133.0,128.56,129.72,72485542,0.0,1.0
